"Step","Name: math-bootstrap-SFT-easy-Qwen3-1.7B - rollout/avg_response_length","Name: math-bootstrap-SFT-easy-Qwen3-1.7B - rollout/avg_response_length__MIN","Name: math-bootstrap-SFT-easy-Qwen3-1.7B - rollout/avg_response_length__MAX","Name: math-bootstrap-GRPO-easy-Qwen3-1.7B - rollout/avg_response_length","Name: math-bootstrap-GRPO-easy-Qwen3-1.7B - rollout/avg_response_length__MIN","Name: math-bootstrap-GRPO-easy-Qwen3-1.7B - rollout/avg_response_length__MAX","Name: math-onpolicy-PosNeg-Qwen3-1.7B - rollout/avg_response_length","Name: math-onpolicy-PosNeg-Qwen3-1.7B - rollout/avg_response_length__MIN","Name: math-onpolicy-PosNeg-Qwen3-1.7B - rollout/avg_response_length__MAX","Name: math-onpolicy-SFT-Qwen3-1.7B - rollout/avg_response_length","Name: math-onpolicy-SFT-Qwen3-1.7B - rollout/avg_response_length__MIN","Name: math-onpolicy-SFT-Qwen3-1.7B - rollout/avg_response_length__MAX","Name: math-onpolicy-Reinforce-Baseline-Qwen3-1.7B - rollout/avg_response_length","Name: math-onpolicy-Reinforce-Baseline-Qwen3-1.7B - rollout/avg_response_length__MIN","Name: math-onpolicy-Reinforce-Baseline-Qwen3-1.7B - rollout/avg_response_length__MAX","Name: math-onpolicy-GRPO-Qwen3-1.7B - rollout/avg_response_length","Name: math-onpolicy-GRPO-Qwen3-1.7B - rollout/avg_response_length__MIN","Name: math-onpolicy-GRPO-Qwen3-1.7B - rollout/avg_response_length__MAX"
"204","3238.513916015625","3238.513916015625","3238.513916015625","3501.8828125","3501.8828125","3501.8828125","3389.77685546875","3389.77685546875","3389.77685546875","2455.955810546875","2455.955810546875","2455.955810546875","3384.5","3384.5","3384.5","3303.02685546875","3303.02685546875","3303.02685546875"
"205","3475.691162109375","3475.691162109375","3475.691162109375","3741.1328125","3741.1328125","3741.1328125","2902.050048828125","2902.050048828125","2902.050048828125","2562.138916015625","2562.138916015625","2562.138916015625","2660.66064453125","2660.66064453125","2660.66064453125","2818.66259765625","2818.66259765625","2818.66259765625"
"206","3111.791748046875","3111.791748046875","3111.791748046875","3321.84033203125","3321.84033203125","3321.84033203125","2733.390625","2733.390625","2733.390625","2231.25","2231.25","2231.25","2671.647705078125","2671.647705078125","2671.647705078125","2742.96533203125","2742.96533203125","2742.96533203125"
"207","3463.806884765625","3463.806884765625","3463.806884765625","3600.6484375","3600.6484375","3600.6484375","3299.28125","3299.28125","3299.28125","2684.888916015625","2684.888916015625","2684.888916015625","3300.015625","3300.015625","3300.015625","3065.22509765625","3065.22509765625","3065.22509765625"
"208","2981.982177734375","2981.982177734375","2981.982177734375","3494.83935546875","3494.83935546875","3494.83935546875","3701.574951171875","3701.574951171875","3701.574951171875","2722.302001953125","2722.302001953125","2722.302001953125","3361.0625","3361.0625","3361.0625","3327.21435546875","3327.21435546875","3327.21435546875"
"209","3038.191162109375","3038.191162109375","3038.191162109375","3420.990966796875","3420.990966796875","3420.990966796875","3038.669677734375","3038.669677734375","3038.669677734375","2879.513916015625","2879.513916015625","2879.513916015625","2873.125","2873.125","2873.125","2719.6875","2719.6875","2719.6875"
"210","3051.451904296875","3051.451904296875","3051.451904296875","3394.6591796875","3394.6591796875","3394.6591796875","2589.84375","2589.84375","2589.84375","2416.669921875","2416.669921875","2416.669921875","2860.0625","2860.0625","2860.0625","2962.638916015625","2962.638916015625","2962.638916015625"
"211","3424.074951171875","3424.074951171875","3424.074951171875","3696.393798828125","3696.393798828125","3696.393798828125","3003.583251953125","3003.583251953125","3003.583251953125","2767.77490234375","2767.77490234375","2767.77490234375","3104.71240234375","3104.71240234375","3104.71240234375","3522.390625","3522.390625","3522.390625"
"212","3447.046875","3447.046875","3447.046875","3697.1640625","3697.1640625","3697.1640625","2496.0703125","2496.0703125","2496.0703125","2103.6875","2103.6875","2103.6875","2513.703125","2513.703125","2513.703125","2822.27685546875","2822.27685546875","2822.27685546875"
"213","3532.071533203125","3532.071533203125","3532.071533203125","3723.52685546875","3723.52685546875","3723.52685546875","3470.197998046875","3470.197998046875","3470.197998046875","3142.279296875","3142.279296875","3142.279296875","2883.47509765625","2883.47509765625","2883.47509765625","3437.177001953125","3437.177001953125","3437.177001953125"
"214","3411.602294921875","3411.602294921875","3411.602294921875","3499.45458984375","3499.45458984375","3499.45458984375","2560.458251953125","2560.458251953125","2560.458251953125","2560.0166015625","2560.0166015625","2560.0166015625","2640.520751953125","2640.520751953125","2640.520751953125","3445.770751953125","3445.770751953125","3445.770751953125"
"215","3214.428466796875","3214.428466796875","3214.428466796875","3575.59375","3575.59375","3575.59375","2713.09716796875","2713.09716796875","2713.09716796875","2502.46044921875","2502.46044921875","2502.46044921875","2618.484375","2618.484375","2618.484375","3019.9296875","3019.9296875","3019.9296875"
"216","2504.72216796875","2504.72216796875","2504.72216796875","2558.1806640625","2558.1806640625","2558.1806640625","3216.053466796875","3216.053466796875","3216.053466796875","2818.0341796875","2818.0341796875","2818.0341796875","3278.822998046875","3278.822998046875","3278.822998046875","3331.145751953125","3331.145751953125","3331.145751953125"
"217","3126.8076171875","3126.8076171875","3126.8076171875","3131.802001953125","3131.802001953125","3131.802001953125","2623.90625","2623.90625","2623.90625","2174.890625","2174.890625","2174.890625","2629.767822265625","2629.767822265625","2629.767822265625","2926.637451171875","2926.637451171875","2926.637451171875"
"218","3003.181884765625","3003.181884765625","3003.181884765625","3381.833251953125","3381.833251953125","3381.833251953125","3141.09375","3141.09375","3141.09375","2623.821533203125","2623.821533203125","2623.821533203125","2371.166748046875","2371.166748046875","2371.166748046875","2866.645751953125","2866.645751953125","2866.645751953125"
"219","3307.99072265625","3307.99072265625","3307.99072265625","3525.331298828125","3525.331298828125","3525.331298828125","2996.078125","2996.078125","2996.078125","2304.20654296875","2304.20654296875","2304.20654296875","3489.671875","3489.671875","3489.671875","3229.578125","3229.578125","3229.578125"
"220","3694.5","3694.5","3694.5","3899.701416015625","3899.701416015625","3899.701416015625","2814.47509765625","2814.47509765625","2814.47509765625","2761.681884765625","2761.681884765625","2761.681884765625","3008.3125","3008.3125","3008.3125","2653.479248046875","2653.479248046875","2653.479248046875"
"221","3358.04541015625","3358.04541015625","3358.04541015625","3622.125","3622.125","3622.125","2923.541748046875","2923.541748046875","2923.541748046875","2513.060302734375","2513.060302734375","2513.060302734375","2940.6015625","2940.6015625","2940.6015625","3339.234375","3339.234375","3339.234375"
"222","3310.37060546875","3310.37060546875","3310.37060546875","3503.90625","3503.90625","3503.90625","1913.3333740234375","1913.3333740234375","1913.3333740234375","1838.3690185546875","1838.3690185546875","1838.3690185546875","2009.390625","2009.390625","2009.390625","2436.953125","2436.953125","2436.953125"
"223","2890.4599609375","2890.4599609375","2890.4599609375","3246.763916015625","3246.763916015625","3246.763916015625","3009.15625","3009.15625","3009.15625","2346.25","2346.25","2346.25","2472.041748046875","2472.041748046875","2472.041748046875","2575.8125","2575.8125","2575.8125"
"224","3369.5908203125","3369.5908203125","3369.5908203125","3674.427001953125","3674.427001953125","3674.427001953125","2878.583251953125","2878.583251953125","2878.583251953125","2374.28759765625","2374.28759765625","2374.28759765625","2958.1796875","2958.1796875","2958.1796875","2785.75","2785.75","2785.75"
"225","3408.25","3408.25","3408.25","3777.322998046875","3777.322998046875","3777.322998046875","2968.52783203125","2968.52783203125","2968.52783203125","2342.6171875","2342.6171875","2342.6171875","3145.2421875","3145.2421875","3145.2421875","3069.612548828125","3069.612548828125","3069.612548828125"
"226","2964.519287109375","2964.519287109375","2964.519287109375","3311.53125","3311.53125","3311.53125","2397.8125","2397.8125","2397.8125","2123.203125","2123.203125","2123.203125","3076.145751953125","3076.145751953125","3076.145751953125","3587.125","3587.125","3587.125"
"227","3436.78125","3436.78125","3436.78125","3727.05615234375","3727.05615234375","3727.05615234375","2622.7578125","2622.7578125","2622.7578125","2048.39697265625","2048.39697265625","2048.39697265625","2599.21533203125","2599.21533203125","2599.21533203125","2575.203125","2575.203125","2575.203125"
"228","3700.60009765625","3700.60009765625","3700.60009765625","3888.708251953125","3888.708251953125","3888.708251953125","2443.5068359375","2443.5068359375","2443.5068359375","1963.375","1963.375","1963.375","2411.40966796875","2411.40966796875","2411.40966796875","2668.134033203125","2668.134033203125","2668.134033203125"
"229","3034.66259765625","3034.66259765625","3034.66259765625","3456.52490234375","3456.52490234375","3456.52490234375","2791.34033203125","2791.34033203125","2791.34033203125","2349.08935546875","2349.08935546875","2349.08935546875","2688.015625","2688.015625","2688.015625","2976.7421875","2976.7421875","2976.7421875"
"230","3513.641357421875","3513.641357421875","3513.641357421875","3564.10791015625","3564.10791015625","3564.10791015625","2894.864501953125","2894.864501953125","2894.864501953125","2394.263916015625","2394.263916015625","2394.263916015625","2922.987548828125","2922.987548828125","2922.987548828125","2755.490966796875","2755.490966796875","2755.490966796875"
"231","2564.8095703125","2564.8095703125","2564.8095703125","3167.676025390625","3167.676025390625","3167.676025390625","2825.5703125","2825.5703125","2825.5703125","2574.140625","2574.140625","2574.140625","2859.3203125","2859.3203125","2859.3203125","3133.865966796875","3133.865966796875","3133.865966796875"
"232","3258.40283203125","3258.40283203125","3258.40283203125","3609.96533203125","3609.96533203125","3609.96533203125","3107.6796875","3107.6796875","3107.6796875","2612.148193359375","2612.148193359375","2612.148193359375","2901.352294921875","2901.352294921875","2901.352294921875","3290.729248046875","3290.729248046875","3290.729248046875"
"233","3020.59716796875","3020.59716796875","3020.59716796875","3497.6943359375","3497.6943359375","3497.6943359375","2584.390625","2584.390625","2584.390625","2646.875","2646.875","2646.875","2769.458251953125","2769.458251953125","2769.458251953125","2970.8125","2970.8125","2970.8125"
"234","3048.318115234375","3048.318115234375","3048.318115234375","3025.375","3025.375","3025.375","2735.135498046875","2735.135498046875","2735.135498046875","2243.1875","2243.1875","2243.1875","3147.5","3147.5","3147.5","3343.84375","3343.84375","3343.84375"
"235","2978.3125","2978.3125","2978.3125","3107.625","3107.625","3107.625","2967.09375","2967.09375","2967.09375","3064.625","3064.625","3064.625","3009.447998046875","3009.447998046875","3009.447998046875","3231.1875","3231.1875","3231.1875"
"236","2999.208251953125","2999.208251953125","2999.208251953125","3350.326904296875","3350.326904296875","3350.326904296875","2408.0625","2408.0625","2408.0625","2223.696533203125","2223.696533203125","2223.696533203125","2816.979248046875","2816.979248046875","2816.979248046875","2613.859375","2613.859375","2613.859375"
"237","3602.258544921875","3602.258544921875","3602.258544921875","3798.808349609375","3798.808349609375","3798.808349609375","2757.890625","2757.890625","2757.890625","2236.76611328125","2236.76611328125","2236.76611328125","2931.791748046875","2931.791748046875","2931.791748046875","3098.46875","3098.46875","3098.46875"
"238","3289.833251953125","3289.833251953125","3289.833251953125","3598.286376953125","3598.286376953125","3598.286376953125","2964.425048828125","2964.425048828125","2964.425048828125","2438.85009765625","2438.85009765625","2438.85009765625","3028.761474609375","3028.761474609375","3028.761474609375","3395.15966796875","3395.15966796875","3395.15966796875"
"239","3404.3125","3404.3125","3404.3125","3673.416748046875","3673.416748046875","3673.416748046875","1948.3021240234375","1948.3021240234375","1948.3021240234375","1953.2059326171875","1953.2059326171875","1953.2059326171875","2149.166748046875","2149.166748046875","2149.166748046875","2262.015625","2262.015625","2262.015625"
"240","3769.25","3769.25","3769.25","3858.731201171875","3858.731201171875","3858.731201171875","2967.604248046875","2967.604248046875","2967.604248046875","2521.65185546875","2521.65185546875","2521.65185546875","3039.03564453125","3039.03564453125","3039.03564453125","3177.887451171875","3177.887451171875","3177.887451171875"
"241","3464.395751953125","3464.395751953125","3464.395751953125","3829.25","3829.25","3829.25","3364.99365234375","3364.99365234375","3364.99365234375","3015.945556640625","3015.945556640625","3015.945556640625","3364.738525390625","3364.738525390625","3364.738525390625","3429.050048828125","3429.050048828125","3429.050048828125"
"242","3548.75","3548.75","3548.75","3641.0078125","3641.0078125","3641.0078125","2713.40185546875","2713.40185546875","2713.40185546875","2025.3853759765625","2025.3853759765625","2025.3853759765625","2443.015625","2443.015625","2443.015625","2720.8046875","2720.8046875","2720.8046875"
"243","2355.70458984375","2355.70458984375","2355.70458984375","2897.139404296875","2897.139404296875","2897.139404296875","3002.625","3002.625","3002.625","2471.18994140625","2471.18994140625","2471.18994140625","3176.010498046875","3176.010498046875","3176.010498046875","3159.517822265625","3159.517822265625","3159.517822265625"
"244","2291.88330078125","2291.88330078125","2291.88330078125","3170.611083984375","3170.611083984375","3170.611083984375","2288.91259765625","2288.91259765625","2288.91259765625","2512.6875","2512.6875","2512.6875","2711.953125","2711.953125","2711.953125","2698.75","2698.75","2698.75"
"245","3066.823974609375","3066.823974609375","3066.823974609375","3376.76708984375","3376.76708984375","3376.76708984375","1797.9107666015625","1797.9107666015625","1797.9107666015625","1756.5089111328125","1756.5089111328125","1756.5089111328125","2083.737548828125","2083.737548828125","2083.737548828125","2074.35009765625","2074.35009765625","2074.35009765625"
"246","3368.54541015625","3368.54541015625","3368.54541015625","3552.28125","3552.28125","3552.28125","2635","2635","2635","2680.354248046875","2680.354248046875","2680.354248046875","3011.10009765625","3011.10009765625","3011.10009765625","2400.3125","2400.3125","2400.3125"
"247","2713.935546875","2713.935546875","2713.935546875","2891.6298828125","2891.6298828125","2891.6298828125","1818.5999755859375","1818.5999755859375","1818.5999755859375","1628.6785888671875","1628.6785888671875","1628.6785888671875","2558.84375","2558.84375","2558.84375","2208.1875","2208.1875","2208.1875"
"248","3062.939697265625","3062.939697265625","3062.939697265625","3479.326904296875","3479.326904296875","3479.326904296875","2496.365966796875","2496.365966796875","2496.365966796875","2317.04541015625","2317.04541015625","2317.04541015625","2626.770751953125","2626.770751953125","2626.770751953125","2867.416748046875","2867.416748046875","2867.416748046875"
"249","","","","3611.359375","3611.359375","3611.359375","2622.96240234375","2622.96240234375","2622.96240234375","2063.308837890625","2063.308837890625","2063.308837890625","2774.572998046875","2774.572998046875","2774.572998046875","2451.53564453125","2451.53564453125","2451.53564453125"
"250","","","","3545.33935546875","3545.33935546875","3545.33935546875","2732.25","2732.25","2732.25","2482.75","2482.75","2482.75","2734","2734","2734","2594.229248046875","2594.229248046875","2594.229248046875"
"251","","","","3641.9296875","3641.9296875","3641.9296875","2783.859375","2783.859375","2783.859375","2360.050048828125","2360.050048828125","2360.050048828125","2567.675048828125","2567.675048828125","2567.675048828125","2487.083251953125","2487.083251953125","2487.083251953125"
"252","","","","2956.765625","2956.765625","2956.765625","2745.449951171875","2745.449951171875","2745.449951171875","2082.228271484375","2082.228271484375","2082.228271484375","2657.484375","2657.484375","2657.484375","2521.770751953125","2521.770751953125","2521.770751953125"
"253","","","","3739.759033203125","3739.759033203125","3739.759033203125","2649.5","2649.5","2649.5","2555.078857421875","2555.078857421875","2555.078857421875","2770.046875","2770.046875","2770.046875","2640.365966796875","2640.365966796875","2640.365966796875"
"254","","","","3368.482177734375","3368.482177734375","3368.482177734375","2126.97314453125","2126.97314453125","2126.97314453125","1806.875","1806.875","1806.875","2207.053466796875","2207.053466796875","2207.053466796875","2353.203125","2353.203125","2353.203125"
"255","","","","3716.0625","3716.0625","3716.0625","2464.59375","2464.59375","2464.59375","1837.0625","1837.0625","1837.0625","2495.625","2495.625","2495.625","2710.734375","2710.734375","2710.734375"
"256","","","","3537.355712890625","3537.355712890625","3537.355712890625","2394.3828125","2394.3828125","2394.3828125","2265.840087890625","2265.840087890625","2265.840087890625","2833.770751953125","2833.770751953125","2833.770751953125","2688.50634765625","2688.50634765625","2688.50634765625"
"257","","","","3720.208251953125","3720.208251953125","3720.208251953125","2263.487548828125","2263.487548828125","2263.487548828125","2261.9443359375","2261.9443359375","2261.9443359375","2234.28759765625","2234.28759765625","2234.28759765625","2669.125","2669.125","2669.125"
"258","","","","3740.23291015625","3740.23291015625","3740.23291015625","2195.239501953125","2195.239501953125","2195.239501953125","1663.260009765625","1663.260009765625","1663.260009765625","2457.5625","2457.5625","2457.5625","2266.666748046875","2266.666748046875","2266.666748046875"
"259","","","","3237.699951171875","3237.699951171875","3237.699951171875","2378.0625","2378.0625","2378.0625","2447.52783203125","2447.52783203125","2447.52783203125","2905.625","2905.625","2905.625","2819.083251953125","2819.083251953125","2819.083251953125"
"260","","","","3469.552001953125","3469.552001953125","3469.552001953125","2211.083251953125","2211.083251953125","2211.083251953125","1368.300048828125","1368.300048828125","1368.300048828125","1766.953125","1766.953125","1766.953125","2829.0625","2829.0625","2829.0625"
"261","","","","3706.176025390625","3706.176025390625","3706.176025390625","2643.1328125","2643.1328125","2643.1328125","2520.338134765625","2520.338134765625","2520.338134765625","2892.178466796875","2892.178466796875","2892.178466796875","2660.328125","2660.328125","2660.328125"
"262","","","","3701.234375","3701.234375","3701.234375","2477.979248046875","2477.979248046875","2477.979248046875","2258.34716796875","2258.34716796875","2258.34716796875","2957.10009765625","2957.10009765625","2957.10009765625","2863.203125","2863.203125","2863.203125"
"263","","","","3302.91259765625","3302.91259765625","3302.91259765625","1626.3125","1626.3125","1626.3125","1314.2142333984375","1314.2142333984375","1314.2142333984375","2356.109375","2356.109375","2356.109375","2383.729248046875","2383.729248046875","2383.729248046875"
"264","","","","3503.25","3503.25","3503.25","2820.46875","2820.46875","2820.46875","2253.5","2253.5","2253.5","2811.612548828125","2811.612548828125","2811.612548828125","2817.828125","2817.828125","2817.828125"
"265","","","","3097.0283203125","3097.0283203125","3097.0283203125","2723.078125","2723.078125","2723.078125","2359.109375","2359.109375","2359.109375","3039.604248046875","3039.604248046875","3039.604248046875","2789.265625","2789.265625","2789.265625"
"266","","","","3348.0625","3348.0625","3348.0625","2547.135498046875","2547.135498046875","2547.135498046875","2092.068115234375","2092.068115234375","2092.068115234375","2843.364501953125","2843.364501953125","2843.364501953125","2844.177001953125","2844.177001953125","2844.177001953125"
"267","","","","3839.15625","3839.15625","3839.15625","2574.5","2574.5","2574.5","2513.550048828125","2513.550048828125","2513.550048828125","3050.553466796875","3050.553466796875","3050.553466796875","3005.455322265625","3005.455322265625","3005.455322265625"
"268","","","","3641.895751953125","3641.895751953125","3641.895751953125","3310.90185546875","3310.90185546875","3310.90185546875","2907.4404296875","2907.4404296875","2907.4404296875","3473.484375","3473.484375","3473.484375","3471.955322265625","3471.955322265625","3471.955322265625"
"269","","","","3783.2578125","3783.2578125","3783.2578125","2569.3125","2569.3125","2569.3125","2235.521728515625","2235.521728515625","2235.521728515625","2632.637451171875","2632.637451171875","2632.637451171875","2940.125","2940.125","2940.125"
"270","","","","3523.21533203125","3523.21533203125","3523.21533203125","2808.768798828125","2808.768798828125","2808.768798828125","2333.69287109375","2333.69287109375","2333.69287109375","2834.863525390625","2834.863525390625","2834.863525390625","2987.611083984375","2987.611083984375","2987.611083984375"
"271","","","","3579.86865234375","3579.86865234375","3579.86865234375","2747.91064453125","2747.91064453125","2747.91064453125","1888.5340576171875","1888.5340576171875","1888.5340576171875","3045.607177734375","3045.607177734375","3045.607177734375","2931.822998046875","2931.822998046875","2931.822998046875"
"272","","","","3446.57958984375","3446.57958984375","3446.57958984375","1668.425048828125","1668.425048828125","1668.425048828125","1559.1607666015625","1559.1607666015625","1559.1607666015625","1896.78125","1896.78125","1896.78125","1943.794677734375","1943.794677734375","1943.794677734375"
"273","","","","2343.3681640625","2343.3681640625","2343.3681640625","3196.114501953125","3196.114501953125","3196.114501953125","2361.112548828125","2361.112548828125","2361.112548828125","3275.145751953125","3275.145751953125","3275.145751953125","3392.08740234375","3392.08740234375","3392.08740234375"
"274","","","","3726.4296875","3726.4296875","3726.4296875","2160.050048828125","2160.050048828125","2160.050048828125","2132.8701171875","2132.8701171875","2132.8701171875","2508.550048828125","2508.550048828125","2508.550048828125","2472.125","2472.125","2472.125"
"275","","","","3239.27880859375","3239.27880859375","3239.27880859375","2488.671875","2488.671875","2488.671875","2248.6875","2248.6875","2248.6875","2791.010498046875","2791.010498046875","2791.010498046875","2721.03759765625","2721.03759765625","2721.03759765625"
"276","","","","3402.98291015625","3402.98291015625","3402.98291015625","2007.78125","2007.78125","2007.78125","2163.9833984375","2163.9833984375","2163.9833984375","2447.669677734375","2447.669677734375","2447.669677734375","2315.580322265625","2315.580322265625","2315.580322265625"
"277","","","","3864.1875","3864.1875","3864.1875","2418.425048828125","2418.425048828125","2418.425048828125","2384.333251953125","2384.333251953125","2384.333251953125","2900.08740234375","2900.08740234375","2900.08740234375","2762.140625","2762.140625","2762.140625"
"278","","","","3438.380615234375","3438.380615234375","3438.380615234375","2683.354248046875","2683.354248046875","2683.354248046875","1819.09033203125","1819.09033203125","1819.09033203125","2933.395751953125","2933.395751953125","2933.395751953125","3083.47509765625","3083.47509765625","3083.47509765625"
"279","","","","3852.739501953125","3852.739501953125","3852.739501953125","1711.5416259765625","1711.5416259765625","1711.5416259765625","1797.3846435546875","1797.3846435546875","1797.3846435546875","3004.40625","3004.40625","3004.40625","2061.208251953125","2061.208251953125","2061.208251953125"
"280","","","","3606.09716796875","3606.09716796875","3606.09716796875","2750.9296875","2750.9296875","2750.9296875","2567.360107421875","2567.360107421875","2567.360107421875","3234.104248046875","3234.104248046875","3234.104248046875","2861.06884765625","2861.06884765625","2861.06884765625"
"281","","","","3481.84033203125","3481.84033203125","3481.84033203125","2564.91064453125","2564.91064453125","2564.91064453125","2356.565673828125","2356.565673828125","2356.565673828125","2976.46875","2976.46875","2976.46875","2622.90625","2622.90625","2622.90625"
"282","","","","3296.236083984375","3296.236083984375","3296.236083984375","2216.58740234375","2216.58740234375","2216.58740234375","1709.5882568359375","1709.5882568359375","1709.5882568359375","2254.84375","2254.84375","2254.84375","2127.96875","2127.96875","2127.96875"
"283","","","","3467.90625","3467.90625","3467.90625","2672.1875","2672.1875","2672.1875","2066.865478515625","2066.865478515625","2066.865478515625","3196.25","3196.25","3196.25","2572.6875","2572.6875","2572.6875"
"284","","","","3829.3984375","3829.3984375","3829.3984375","3234.28125","3234.28125","3234.28125","3026.050048828125","3026.050048828125","3026.050048828125","2817.21875","2817.21875","2817.21875","3232.96875","3232.96875","3232.96875"
"285","","","","3753.34814453125","3753.34814453125","3753.34814453125","2911.328125","2911.328125","2911.328125","2705.861083984375","2705.861083984375","2705.861083984375","3383.634033203125","3383.634033203125","3383.634033203125","3263.52685546875","3263.52685546875","3263.52685546875"
"286","","","","3915.64990234375","3915.64990234375","3915.64990234375","2594.458251953125","2594.458251953125","2594.458251953125","1846.5833740234375","1846.5833740234375","1846.5833740234375","2920.520751953125","2920.520751953125","2920.520751953125","2914.020751953125","2914.020751953125","2914.020751953125"
"287","","","","3617.104248046875","3617.104248046875","3617.104248046875","2907.612548828125","2907.612548828125","2907.612548828125","2558.482177734375","2558.482177734375","2558.482177734375","2821.85009765625","2821.85009765625","2821.85009765625","2651.949951171875","2651.949951171875","2651.949951171875"
"288","","","","3407.119384765625","3407.119384765625","3407.119384765625","1915.359375","1915.359375","1915.359375","1426.7142333984375","1426.7142333984375","1426.7142333984375","2149.137451171875","2149.137451171875","2149.137451171875","2033.1458740234375","2033.1458740234375","2033.1458740234375"
"289","","","","3798.78369140625","3798.78369140625","3798.78369140625","2298.5625","2298.5625","2298.5625","2195.637939453125","2195.637939453125","2195.637939453125","2644.02783203125","2644.02783203125","2644.02783203125","2744.75","2744.75","2744.75"
"290","","","","3471.053466796875","3471.053466796875","3471.053466796875","2482.84375","2482.84375","2482.84375","2055.66259765625","2055.66259765625","2055.66259765625","2900.615966796875","2900.615966796875","2900.615966796875","2497.229248046875","2497.229248046875","2497.229248046875"
"291","","","","3811.4609375","3811.4609375","3811.4609375","2583.859375","2583.859375","2583.859375","2364.375","2364.375","2364.375","2739.955322265625","2739.955322265625","2739.955322265625","2940.72314453125","2940.72314453125","2940.72314453125"
"292","","","","2835.973876953125","2835.973876953125","2835.973876953125","1766.25","1766.25","1766.25","1692.3214111328125","1692.3214111328125","1692.3214111328125","2397.046875","2397.046875","2397.046875","2208.375","2208.375","2208.375"
"293","","","","2824.386474609375","2824.386474609375","2824.386474609375","2581.958251953125","2581.958251953125","2581.958251953125","1965.7916259765625","1965.7916259765625","1965.7916259765625","2515.890625","2515.890625","2515.890625","3121.6875","3121.6875","3121.6875"
"294","","","","3369.734375","3369.734375","3369.734375","2282.458251953125","2282.458251953125","2282.458251953125","2043","2043","2043","2523.875","2523.875","2523.875","2925.796875","2925.796875","2925.796875"
"295","","","","3690.0068359375","3690.0068359375","3690.0068359375","2006.0546875","2006.0546875","2006.0546875","1787.65478515625","1787.65478515625","1787.65478515625","2632.2578125","2632.2578125","2632.2578125","2751.916748046875","2751.916748046875","2751.916748046875"
"296","","","","3069.9375","3069.9375","3069.9375","1714.0625","1714.0625","1714.0625","1514.7833251953125","1514.7833251953125","1514.7833251953125","1802.234375","1802.234375","1802.234375","1660.53125","1660.53125","1660.53125"
"297","","","","3613.0625","3613.0625","3613.0625","2193.52783203125","2193.52783203125","2193.52783203125","2116.35595703125","2116.35595703125","2116.35595703125","2494.1875","2494.1875","2494.1875","2265.90185546875","2265.90185546875","2265.90185546875"
"298","","","","3726.86865234375","3726.86865234375","3726.86865234375","2218.732177734375","2218.732177734375","2218.732177734375","2408.166748046875","2408.166748046875","2408.166748046875","2644.635498046875","2644.635498046875","2644.635498046875","2660.635498046875","2660.635498046875","2660.635498046875"
"299","","","","3379.494384765625","3379.494384765625","3379.494384765625","3079.887451171875","3079.887451171875","3079.887451171875","2750.208251953125","2750.208251953125","2750.208251953125","2872.291748046875","2872.291748046875","2872.291748046875","3624.328125","3624.328125","3624.328125"
"300","","","","3745.375","3745.375","3745.375","2970.6484375","2970.6484375","2970.6484375","3048.470703125","3048.470703125","3048.470703125","3193.919677734375","3193.919677734375","3193.919677734375","3290.0234375","3290.0234375","3290.0234375"
"301","","","","3326.673095703125","3326.673095703125","3326.673095703125","1936.7708740234375","1936.7708740234375","1936.7708740234375","1700.6875","1700.6875","1700.6875","2176.482177734375","2176.482177734375","2176.482177734375","2829.625","2829.625","2829.625"
"302","","","","3337.611083984375","3337.611083984375","3337.611083984375","2398.65283203125","2398.65283203125","2398.65283203125","1967.6953125","1967.6953125","1967.6953125","3581.96240234375","3581.96240234375","3581.96240234375","2631.112548828125","2631.112548828125","2631.112548828125"
"303","","","","3772.7158203125","3772.7158203125","3772.7158203125","2379.041748046875","2379.041748046875","2379.041748046875","2317.306884765625","2317.306884765625","2317.306884765625","2648.40625","2648.40625","2648.40625","2935.359375","2935.359375","2935.359375"
"304","","","","3386.043701171875","3386.043701171875","3386.043701171875","2108","2108","2108","2002.1029052734375","2002.1029052734375","2002.1029052734375","2790.78125","2790.78125","2790.78125","2220.625","2220.625","2220.625"
"305","","","","3320.229248046875","3320.229248046875","3320.229248046875","2431.47509765625","2431.47509765625","2431.47509765625","2407.42041015625","2407.42041015625","2407.42041015625","3195.71240234375","3195.71240234375","3195.71240234375","3300.60009765625","3300.60009765625","3300.60009765625"
"306","","","","3684.333251953125","3684.333251953125","3684.333251953125","2453.15185546875","2453.15185546875","2453.15185546875","2234.238037109375","2234.238037109375","2234.238037109375","2682.395751953125","2682.395751953125","2682.395751953125","2643.33740234375","2643.33740234375","2643.33740234375"
"307","","","","3219.67041015625","3219.67041015625","3219.67041015625","2034.765625","2034.765625","2034.765625","1954.5374755859375","1954.5374755859375","1954.5374755859375","2601.050048828125","2601.050048828125","2601.050048828125","2357.270751953125","2357.270751953125","2357.270751953125"
"308","","","","3891.574951171875","3891.574951171875","3891.574951171875","2023.734375","2023.734375","2023.734375","2323.125","2323.125","2323.125","2515.90625","2515.90625","2515.90625","2612.020751953125","2612.020751953125","2612.020751953125"
"309","","","","2730.3681640625","2730.3681640625","2730.3681640625","2495.9296875","2495.9296875","2495.9296875","2072.8798828125","2072.8798828125","2072.8798828125","2707.0234375","2707.0234375","2707.0234375","2924.52490234375","2924.52490234375","2924.52490234375"
